chromosome	start	end	strand	C%+G%	Obs/Exp	CG_count	len
chr2	240007390	240008370	+	52.96	0.93	60.0	980	
chr2	240016249	240016867	+	58.09	0.63	33.0	618	
chr2	240039942	240040448	+	56.52	0.88	35.0	506	
chr2	240045975	240046813	+	54.3	1.02	63.0	838	
chr2	240121121	240122097	+	52.87	0.6	41.0	976	
chr2	240168468	240169300	+	53.97	0.66	40.0	832	
chr2	240269249	240270131	+	54.99	0.72	46.0	882	
chr2	240287429	240288088	+	58.73	0.64	36.0	659	
chr2	240321685	240323976	+	72.24	0.97	290.0	2291	
chr2	240371058	240372085	+	66.11	0.62	69.0	1027	
chr2	240399000	240400177	+	54.21	0.62	54.0	1177	
chr2	240405607	240406126	+	50.48	0.79	26.0	519	
chr2	240448748	240449765	+	62.54	0.74	74.0	1017	
chr2	240566110	240566708	+	51.51	0.96	38.0	598	
chr2	240697193	240697778	+	50.09	0.63	23.0	585	
chr2	240734042	240734763	+	52.15	0.6	29.0	721	
chr2	240737548	240738252	+	53.55	0.87	39.0	704	
chr2	240868123	240868781	+	61.85	0.63	39.0	658	
chr2	240877962	240878588	+	62.62	0.62	38.0	626	
chr2	240964216	240965272	+	69.41	0.76	97.0	1056	
chr2	240981360	240982367	+	61.97	0.87	54.0	1007	
chr2	241075044	241076603	+	64.02	0.84	134.0	1559	
chr2	241095928	241096430	+	56.18	0.72	28.0	502	
chr2	241096896	241099324	+	58.86	0.62	124.0	2428	
chr2	241288276	241288895	+	50.4	0.78	29.0	619	
chr2	241293797	241294475	+	65.78	0.65	42.0	678	
chr2	241373960	241376862	+	72.05	0.76	287.0	2902	
chr2	241385114	241385814	+	58.29	0.68	40.0	700	
chr2	241391829	241394214	+	74.72	0.76	252.0	2385	
chr2	241401434	241402005	+	68.83	0.68	46.0	571	
chr2	241459227	241460304	+	60.07	0.66	63.0	1077	
chr2	241496549	241497977	+	69.19	0.71	120.0	1428	
chr2	241499562	241500786	+	71.65	0.92	145.0	1224	
chr2	241507280	241508757	+	75.83	0.94	197.0	1477	
chr2	241525531	241526878	+	69.49	0.9	146.0	1347	
chr2	241580455	241581336	+	68.79	0.7	73.0	881	
chr2	241611509	241613456	+	64.41	0.7	141.0	1947	
chr2	241640036	241641360	+	66.01	0.74	107.0	1324	
chr2	241716905	241718394	+	62.19	0.8	94.0	1489	
chr2	241719466	241720137	+	62.3	0.74	40.0	671	
chr2	241720951	241722570	+	67.45	0.64	111.0	1619	
chr2	241758387	241761080	+	72.08	0.8	277.0	2693	
chr2	241771599	241772322	+	70.54	0.73	66.0	723	
chr2	241781672	241782933	+	51.94	0.71	41.0	1261	
chr2	241855347	241856304	+	72.0	0.66	79.0	957	
chr2	241900538	241901488	+	52.84	0.67	37.0	950	
chr2	241922686	241923272	+	68.26	0.69	47.0	586	
chr2	241937400	241939900	+	70.04	0.67	203.0	2500	
chr2	242040668	242042466	+	57.29	0.84	123.0	1798	
chr2	242088238	242090433	+	68.43	0.86	219.0	2195	
chr2	242122067	242122622	+	54.77	0.72	30.0	555	
chr2	242156822	242158395	+	70.88	0.93	176.0	1573	
chr2	242164808	242165533	+	52.97	0.61	31.0	725	
chr2	242165668	242166174	+	55.73	0.64	25.0	506	
chr2	242178943	242179511	+	59.51	0.6	30.0	568	
chr2	242211267	242213058	+	66.44	0.78	153.0	1791	
chr2	242253933	242256183	+	64.27	0.81	189.0	2250	
chr2	242294544	242296279	+	71.82	0.76	170.0	1735	
chr2	242446735	242448880	+	71.38	0.8	213.0	2145	
chr2	242480110	242481956	+	67.93	0.71	151.0	1846	
chr2	242497843	242499300	+	73.23	0.89	173.0	1457	
chr2	242548920	242550298	+	67.71	0.63	100.0	1378	
chr2	242575624	242577891	+	69.34	1.06	287.0	2267	
chr2	242598387	242599002	+	53.98	0.78	35.0	615	
chr2	242625641	242627293	+	65.56	0.96	171.0	1652	
chr2	242639428	242640065	+	53.53	0.62	28.0	637	
chr2	242640165	242642476	+	69.8	0.84	236.0	2311	
chr2	242647336	242647915	+	55.09	0.6	26.0	579	
chr2	242663982	242665621	+	62.11	0.77	121.0	1639	
chr2	242671510	242672166	+	53.81	0.6	28.0	656	
chr2	242673634	242675629	+	68.57	0.87	203.0	1995	
chr2	242710483	242711048	+	63.72	0.77	44.0	565	
chr2	242739722	242740625	+	55.7	0.65	45.0	903	
chr2	242741927	242744251	+	67.77	0.63	169.0	2324	
chr2	242766047	242766583	+	56.9	1.02	44.0	536	
chr2	242785490	242787776	+	64.0	0.69	160.0	2286	
chr2	242788605	242791678	+	58.31	0.78	190.0	3073	
chr2	242815057	242815859	+	69.7	0.74	66.0	802	
chr2	242823272	242824071	+	66.46	0.63	51.0	799	
chr2	242842382	242845129	+	62.25	0.61	162.0	2747	
chr2	242878351	242879155	+	67.91	0.67	62.0	804	
chr2	242888554	242890061	+	58.33	0.7	90.0	1507	
chr2	242911892	242912584	+	59.39	1.15	29.0	692	
chr2	242927373	242928054	+	66.52	0.63	46.0	681	
chr2	242928902	242929760	+	59.21	0.63	47.0	858	
chr2	242929924	242930974	+	53.62	0.65	48.0	1050	
chr2	242933045	242933792	+	56.89	0.65	39.0	747	
chr2	242945407	242946608	+	64.53	0.66	81.0	1201	
chr2	242948223	242952838	+	60.22	0.71	284.0	4615	
chr2	242970374	242970949	+	55.65	0.64	28.0	575	
chr2	242977274	242977973	+	59.51	0.6	37.0	699	
chr2	242988667	242989952	+	73.54	1.05	179.0	1285	
chr2	243030028	243031563	+	69.64	0.93	172.0	1535	
chr2	243152610	243154126	+	67.02	0.9	154.0	1516	
chr2	45249	46765	-	67.02	0.9	154.0	1516	
chr2	167812	169347	-	69.64	0.93	172.0	1535	
chr2	209423	210708	-	73.54	1.05	179.0	1285	
chr2	221402	222101	-	59.51	0.6	37.0	699	
chr2	228426	229001	-	55.65	0.64	28.0	575	
chr2	246537	251152	-	60.22	0.71	284.0	4615	
chr2	252767	253968	-	64.53	0.66	81.0	1201	
chr2	265583	266330	-	56.89	0.65	39.0	747	
chr2	268401	269451	-	53.62	0.65	48.0	1050	
chr2	269615	270473	-	59.21	0.63	47.0	858	
chr2	271321	272002	-	66.52	0.63	46.0	681	
chr2	286791	287483	-	59.39	1.15	29.0	692	
chr2	309314	310821	-	58.33	0.7	90.0	1507	
chr2	320220	321024	-	67.91	0.67	62.0	804	
chr2	354246	356993	-	62.25	0.61	162.0	2747	
chr2	375304	376103	-	66.46	0.63	51.0	799	
chr2	383516	384318	-	69.7	0.74	66.0	802	
chr2	407697	410770	-	58.31	0.78	190.0	3073	
chr2	411599	413885	-	64.0	0.69	160.0	2286	
chr2	432792	433328	-	56.9	1.02	44.0	536	
chr2	455124	457448	-	67.77	0.63	169.0	2324	
chr2	458750	459653	-	55.7	0.65	45.0	903	
chr2	488327	488892	-	63.72	0.77	44.0	565	
chr2	523746	525741	-	68.57	0.87	203.0	1995	
chr2	527209	527865	-	53.81	0.6	28.0	656	
chr2	533754	535393	-	62.11	0.77	121.0	1639	
chr2	551460	552039	-	55.09	0.6	26.0	579	
chr2	556899	559210	-	69.8	0.84	236.0	2311	
chr2	559310	559947	-	53.53	0.62	28.0	637	
chr2	572082	573734	-	65.56	0.96	171.0	1652	
chr2	600373	600988	-	53.98	0.78	35.0	615	
chr2	621484	623751	-	69.34	1.06	287.0	2267	
chr2	649077	650455	-	67.71	0.63	100.0	1378	
chr2	700075	701532	-	73.23	0.89	173.0	1457	
chr2	717419	719265	-	67.93	0.71	151.0	1846	
chr2	750495	752640	-	71.38	0.8	213.0	2145	
chr2	903096	904831	-	71.82	0.76	170.0	1735	
chr2	943192	945442	-	64.27	0.81	189.0	2250	
chr2	986317	988108	-	66.44	0.78	153.0	1791	
chr2	1019864	1020432	-	59.51	0.6	30.0	568	
chr2	1033201	1033707	-	55.73	0.64	25.0	506	
chr2	1033842	1034567	-	52.97	0.61	31.0	725	
chr2	1040980	1042553	-	70.88	0.93	176.0	1573	
chr2	1076753	1077308	-	54.77	0.72	30.0	555	
chr2	1108942	1111137	-	68.43	0.86	219.0	2195	
chr2	1156909	1158707	-	57.29	0.84	123.0	1798	
chr2	1259475	1261975	-	70.04	0.67	203.0	2500	
chr2	1276103	1276689	-	68.26	0.69	47.0	586	
chr2	1297887	1298837	-	52.84	0.67	37.0	950	
chr2	1343071	1344028	-	72.0	0.66	79.0	957	
chr2	1416442	1417703	-	51.94	0.71	41.0	1261	
chr2	1427053	1427776	-	70.54	0.73	66.0	723	
chr2	1438295	1440988	-	72.08	0.8	277.0	2693	
chr2	1476805	1478424	-	67.45	0.64	111.0	1619	
chr2	1479238	1479909	-	62.3	0.74	40.0	671	
chr2	1480981	1482470	-	62.19	0.8	94.0	1489	
chr2	1558015	1559339	-	66.01	0.74	107.0	1324	
chr2	1585919	1587866	-	64.41	0.7	141.0	1947	
chr2	1618039	1618920	-	68.79	0.7	73.0	881	
chr2	1672497	1673844	-	69.49	0.9	146.0	1347	
chr2	1690618	1692095	-	75.83	0.94	197.0	1477	
chr2	1698589	1699813	-	71.65	0.92	145.0	1224	
chr2	1701398	1702826	-	69.19	0.71	120.0	1428	
chr2	1739071	1740148	-	60.07	0.66	63.0	1077	
chr2	1797370	1797941	-	68.83	0.68	46.0	571	
chr2	1805161	1807546	-	74.72	0.76	252.0	2385	
chr2	1813561	1814261	-	58.29	0.68	40.0	700	
chr2	1822513	1825415	-	72.05	0.76	287.0	2902	
chr2	1904900	1905578	-	65.78	0.65	42.0	678	
chr2	1910480	1911099	-	50.4	0.78	29.0	619	
chr2	2100051	2102479	-	58.86	0.62	124.0	2428	
chr2	2102945	2103447	-	56.18	0.72	28.0	502	
chr2	2122772	2124331	-	64.02	0.84	134.0	1559	
chr2	2217008	2218015	-	61.97	0.87	54.0	1007	
chr2	2234103	2235159	-	69.41	0.76	97.0	1056	
chr2	2320787	2321413	-	62.62	0.62	38.0	626	
chr2	2330594	2331252	-	61.85	0.63	39.0	658	
chr2	2461123	2461827	-	53.55	0.87	39.0	704	
chr2	2464612	2465333	-	52.15	0.6	29.0	721	
chr2	2501597	2502182	-	50.09	0.63	23.0	585	
chr2	2632667	2633265	-	51.51	0.96	38.0	598	
chr2	2749610	2750627	-	62.54	0.74	74.0	1017	
chr2	2793249	2793768	-	50.48	0.79	26.0	519	
chr2	2799198	2800375	-	54.21	0.62	54.0	1177	
chr2	2827290	2828317	-	66.11	0.62	69.0	1027	
chr2	2875399	2877690	-	72.24	0.97	290.0	2291	
chr2	2911287	2911946	-	58.73	0.64	36.0	659	
chr2	2929244	2930126	-	54.99	0.72	46.0	882	
chr2	3030075	3030907	-	53.97	0.66	40.0	832	
chr2	3077278	3078254	-	52.87	0.6	41.0	976	
chr2	3152562	3153400	-	54.3	1.02	63.0	838	
chr2	3158927	3159433	-	56.52	0.88	35.0	506	
chr2	3182508	3183126	-	58.09	0.63	33.0	618	
chr2	3191005	3191985	-	52.96	0.93	60.0	980	
chr2	3193129	3194066	-	57.95	0.63	49.0	937	
chr2	3196898	3197602	-	50.14	0.68	30.0	704	
chr2	3224379	3224935	-	63.49	0.64	36.0	556	
chr2	3225042	3225651	-	50.9	0.7	27.0	609	
chr2	3229156	3229671	-	53.59	0.65	24.0	515	
chr2	3309667	3311075	-	58.81	0.6	72.0	1408	
chr2	3339823	3340342	-	54.91	0.64	25.0	519	
chr2	3435579	3436134	-	50.99	0.61	22.0	555	
chr2	3440655	3444672	-	66.62	0.78	348.0	4017	
chr2	3789501	3790036	-	56.26	0.88	37.0	535	
chr2	3863111	3864620	-	66.8	0.83	140.0	1509	
chr2	3938772	3939335	-	58.61	0.64	27.0	563	
chr2	3969559	3970642	-	73.5	0.91	131.0	1083	
chr2	4001271	4002831	-	68.65	0.94	170.0	1560	
chr2	4049185	4051942	-	73.45	0.79	293.0	2757	
chr2	4055753	4056357	-	66.06	0.74	48.0	604	
chr2	4058619	4059643	-	59.57	0.8	73.0	1024	
chr2	4086589	4087715	-	74.51	0.93	145.0	1126	
chr2	4125887	4127446	-	67.67	0.86	154.0	1559	
chr2	4131100	4133054	-	67.66	0.68	152.0	1954	
chr2	4149194	4150044	-	67.65	0.64	62.0	850	
chr2	4228887	4230464	-	67.15	0.8	142.0	1577	
chr2	4322966	4324243	-	72.12	0.97	160.0	1277	
chr2	4333914	4335059	-	71.88	0.62	91.0	1145	
chr2	4429744	4431686	-	61.53	0.72	132.0	1942	
chr2	4490951	4492424	-	62.86	0.95	136.0	1473	
chr2	4597584	4599821	-	69.69	0.8	216.0	2237	
chr2	4616782	4617451	-	61.43	0.6	37.0	669	
chr2	4662278	4664065	-	68.1	0.85	175.0	1787	
chr2	4726913	4727531	-	53.88	0.63	28.0	618	
chr2	4752144	4752857	-	58.63	0.6	36.0	713	
chr2	4802979	4804313	-	66.64	0.78	115.0	1334	
chr2	4814967	4815710	-	74.16	0.83	84.0	743	
chr2	4915727	4916325	-	62.04	0.61	35.0	598	
chr2	4918326	4919017	-	59.33	0.66	40.0	691	
chr2	5204303	5205474	-	58.84	0.94	95.0	1171	
chr2	5654846	5655435	-	61.46	0.62	34.0	589	
chr2	5709210	5710278	-	56.37	0.61	50.0	1068	
chr2	5721675	5723063	-	61.02	0.77	99.0	1388	
chr2	5782346	5783476	-	55.93	0.82	72.0	1130	
chr2	5901062	5901603	-	60.63	0.71	35.0	541	
chr2	6052400	6053802	-	67.9	0.87	133.0	1402	
chr2	6075733	6076557	-	71.6	0.96	101.0	824	
chr2	6110710	6111528	-	62.1	0.77	60.0	818	
chr2	6111651	6113320	-	59.14	0.73	107.0	1669	
chr2	6116741	6118104	-	68.23	0.75	119.0	1363	
chr2	6120548	6121209	-	58.55	0.82	46.0	661	
chr2	6121347	6124870	-	66.28	0.84	325.0	3523	
chr2	6125530	6127759	-	65.41	0.71	170.0	2229	
chr2	6166153	6166817	-	61.45	0.69	43.0	664	
chr2	6221618	6222209	-	54.65	0.78	34.0	591	
chr2	6236834	6237493	-	52.5	0.64	29.0	659	
chr2	6241276	6241794	-	52.32	0.74	26.0	518	
chr2	6329498	6330023	-	50.86	0.65	22.0	525	
chr2	6359643	6360348	-	58.58	0.63	38.0	705	
chr2	6525077	6526129	-	66.92	0.66	69.0	1052	
chr2	6555509	6556023	-	52.53	0.63	21.0	514	
chr2	6619156	6621429	-	75.67	0.96	313.0	2273	
chr2	6692484	6693109	-	60.32	1.09	62.0	625	
chr2	6795209	6797744	-	71.56	0.92	297.0	2535	
chr2	6898274	6898918	-	52.48	0.68	30.0	644	
chr2	7337550	7340230	-	66.87	0.86	259.0	2680	
chr2	7727514	7728622	-	65.97	0.65	78.0	1108	
chr2	7792636	7795202	-	69.21	0.84	257.0	2566	
chr2	8194218	8194760	-	61.25	1.62	64.0	542	
chr2	8265893	8266466	-	70.86	0.6	43.0	573	
chr2	8351194	8352023	-	52.35	0.72	41.0	829	
chr2	8422276	8423269	-	56.5	0.96	75.0	993	
chr2	8435661	8436916	-	63.98	0.74	92.0	1255	
chr2	8535209	8535813	-	64.24	0.71	44.0	604	
chr2	8546560	8547166	-	64.19	0.72	45.0	606	
chr2	8565554	8566784	-	68.86	0.6	88.0	1230	
chr2	8723748	8724607	-	60.19	0.72	56.0	859	
chr2	8935009	8936458	-	71.57	0.93	172.0	1449	
chr2	9038005	9039362	-	58.29	0.88	101.0	1357	
chr2	9077021	9077595	-	53.48	0.61	25.0	574	
chr2	9085860	9086582	-	65.79	0.73	57.0	722	
chr2	9405378	9408126	-	69.76	0.79	264.0	2748	
chr2	9432990	9433557	-	59.61	0.67	33.0	567	
chr2	9457322	9458917	-	72.85	0.82	173.0	1595	
chr2	9636655	9637784	-	67.76	0.7	90.0	1129	
chr2	9638203	9638796	-	56.66	0.8	38.0	593	
chr2	9699476	9700201	-	60.97	0.72	48.0	725	
chr2	9700303	9701768	-	68.19	0.87	148.0	1465	
chr2	9728270	9728879	-	57.96	0.9	46.0	609	
chr2	9768114	9768659	-	50.64	0.8	28.0	545	
chr2	9783290	9784407	-	65.17	0.8	95.0	1117	
chr2	9802008	9802522	-	50.78	0.6	20.0	514	
chr2	9810152	9811604	-	69.35	0.63	109.0	1452	
chr2	9811730	9812781	-	73.64	0.69	98.0	1051	
chr2	9830797	9832022	-	67.76	0.72	101.0	1225	
chr2	9846223	9849276	-	71.47	0.83	323.0	3053	
chr2	9875320	9875994	-	68.4	0.71	56.0	674	
chr2	9913041	9916110	-	67.45	0.72	252.0	3069	
chr2	9945680	9948215	-	67.81	0.72	208.0	2535	
chr2	9952722	9953489	-	68.71	0.68	61.0	767	
chr2	9981589	9983829	-	69.06	0.7	188.0	2240	
chr2	10372435	10374518	-	59.29	0.75	136.0	2083	
chr2	10406950	10409457	-	67.17	0.75	213.0	2507	
chr2	10547713	10548628	-	65.36	0.77	75.0	915	
chr2	10552687	10554233	-	62.48	0.74	110.0	1546	
chr2	10623381	10628547	-	67.4	0.89	524.0	5166	
chr2	10652428	10654286	-	67.98	0.65	139.0	1858	
chr2	10671311	10672708	-	63.42	0.94	132.0	1397	
chr2	10692618	10693398	-	52.56	0.63	33.0	780	
chr2	10718360	10721015	-	64.48	0.71	196.0	2655	
chr2	10803603	10804611	-	70.63	0.76	93.0	1008	
chr2	10819552	10820559	-	61.17	1.02	96.0	1007	
chr2	10835612	10836305	-	51.52	0.67	30.0	693	
chr2	10868540	10871084	-	62.15	0.89	218.0	2544	
chr2	10915514	10916156	-	57.79	0.66	35.0	642	
chr2	10921808	10922832	-	64.45	0.71	75.0	1024	
chr2	10933119	10933815	-	53.59	0.66	33.0	696	
chr2	10935729	10937207	-	63.06	0.6	87.0	1478	
chr2	10938240	10939274	-	77.95	0.82	128.0	1034	
chr2	10967517	10968094	-	56.15	0.62	28.0	577	
chr2	11024130	11024647	-	52.8	0.62	22.0	517	
chr2	11078230	11078899	-	56.95	0.79	43.0	669	
chr2	11135391	11136502	-	61.57	0.86	91.0	1111	
chr2	11143539	11144238	-	68.53	0.6	49.0	699	
chr2	11276893	11278167	-	62.24	0.71	87.0	1274	
chr2	11281144	11282264	-	57.41	0.76	70.0	1120	
chr2	11296147	11297791	-	70.86	0.87	178.0	1644	
chr2	11342899	11344999	-	62.19	0.72	147.0	2100	
chr2	11369865	11370429	-	71.45	0.61	44.0	564	
chr2	11468421	11470549	-	65.65	0.66	148.0	2128	
chr2	11484558	11485099	-	59.33	0.7	33.0	541	
chr2	11486350	11487143	-	56.12	0.66	41.0	793	
chr2	11505686	11507053	-	69.06	0.66	107.0	1367	
chr2	11620518	11622154	-	68.46	0.9	172.0	1636	
chr2	11622362	11622876	-	52.14	0.75	26.0	514	
chr2	11682930	11683465	-	50.84	0.65	22.0	535	
chr2	11922330	11923341	-	61.03	0.71	66.0	1011	
chr2	12185078	12185811	-	52.39	0.84	42.0	733	
chr2	12265622	12266906	-	67.52	0.79	114.0	1284	
chr2	12267342	12267986	-	54.19	0.64	30.0	644	
chr2	12287921	12288812	-	53.54	0.63	40.0	891	
chr2	12335235	12335833	-	53.01	0.65	27.0	598	
chr2	12395058	12396660	-	50.87	0.71	73.0	1602	
chr2	12401351	12401868	-	51.64	0.71	24.0	517	
chr2	12410275	12410783	-	54.13	0.78	29.0	508	
chr2	12411240	12413544	-	62.67	0.79	172.0	2304	
chr2	12455543	12456059	-	53.1	0.66	24.0	516	
chr2	12619081	12621312	-	71.31	0.75	211.0	2231	
chr2	13063010	13063889	-	69.17	0.79	82.0	879	
chr2	14135781	14136485	-	50.71	0.6	27.0	704	
chr2	14152493	14153788	-	61.39	0.64	78.0	1295	
chr2	14462804	14463350	-	65.57	0.72	42.0	546	
chr2	14530340	14530989	-	55.32	0.63	31.0	649	
chr2	14615489	14616048	-	54.2	0.62	25.0	559	
chr2	14732285	14732931	-	52.17	0.73	32.0	646	
chr2	14861400	14862843	-	67.78	0.89	144.0	1443	
chr2	15008873	15009578	-	66.1	0.88	67.0	705	
chr2	15169388	15171110	-	67.89	0.68	135.0	1722	
chr2	15498041	15499947	-	56.87	0.86	132.0	1906	
chr2	15533992	15537875	-	65.59	0.7	292.0	3883	
chr2	15542651	15543471	-	67.68	0.83	78.0	820	
chr2	15582880	15583390	-	53.53	0.69	25.0	510	
chr2	15672964	15673502	-	52.04	0.62	21.0	538	
chr2	16589999	16590675	-	69.53	0.61	50.0	676	
chr2	16751976	16752736	-	60.13	0.83	55.0	760	
chr2	17104657	17105260	-	71.97	0.6	47.0	603	
chr2	17291334	17293368	-	62.64	0.78	156.0	2034	
chr2	17656727	17657397	-	53.13	0.68	32.0	670	
chr2	17730305	17731007	-	67.66	0.6	48.0	702	
chr2	17748514	17750118	-	70.76	0.87	168.0	1604	
chr2	17891521	17892474	-	68.84	0.85	94.0	953	
chr2	18294639	18296184	-	71.65	0.86	170.0	1545	
chr2	18376647	18377655	-	56.25	0.92	73.0	1008	
chr2	18389155	18390521	-	70.86	0.81	134.0	1366	
chr2	18391544	18392615	-	52.47	0.66	48.0	1071	
chr2	18496584	18497761	-	66.61	0.89	112.0	1177	
chr2	18509309	18510194	-	50.73	0.6	34.0	885	
chr2	18720921	18721646	-	53.66	0.65	34.0	725	
chr2	19174309	19174827	-	53.47	0.62	23.0	518	
chr2	19281071	19281798	-	62.04	0.63	44.0	727	
chr2	19436747	19438763	-	74.16	0.61	168.0	2016	
chr2	19472666	19473957	-	70.02	0.9	142.0	1291	
chr2	19662403	19663466	-	62.09	0.77	79.0	1063	
chr2	19678481	19679212	-	57.46	0.83	50.0	731	
chr2	19908823	19910869	-	63.05	0.8	163.0	2046	
chr2	20013506	20016384	-	67.2	0.84	274.0	2878	
chr2	20021531	20023320	-	56.79	0.76	110.0	1789	
chr2	20026940	20027911	-	57.88	0.61	49.0	971	
chr2	20028023	20030037	-	56.55	0.76	122.0	2014	
chr2	20030230	20031354	-	54.98	0.65	53.0	1124	
chr2	20034406	20035008	-	51.5	0.73	29.0	602	
chr2	20035433	20036794	-	60.18	0.75	92.0	1361	
chr2	20037305	20037843	-	59.67	0.81	39.0	538	
chr2	20038887	20039649	-	60.24	0.82	56.0	762	
chr2	20299571	20300075	-	52.98	0.63	22.0	504	
chr2	20349572	20350095	-	58.7	0.69	31.0	523	
chr2	20442081	20443128	-	67.62	0.61	72.0	1047	
chr2	20760378	20764276	-	62.21	0.79	299.0	3898	
chr2	21429541	21430131	-	52.88	0.62	25.0	590	
chr2	22582590	22583643	-	65.81	0.63	71.0	1053	
chr2	22706443	22707541	-	73.86	0.74	107.0	1098	
chr2	22736243	22737500	-	56.17	0.8	79.0	1257	
chr2	22762996	22764597	-	74.14	0.86	190.0	1601	
chr2	22781327	22783241	-	68.13	0.73	162.0	1914	
chr2	22790176	22791676	-	71.8	0.76	146.0	1500	
chr2	22792374	22793035	-	68.68	0.67	52.0	661	
chr2	22811277	22812527	-	66.48	0.67	91.0	1250	
chr2	22835483	22838207	-	63.62	0.7	192.0	2724	
chr2	22849590	22851193	-	73.36	0.68	146.0	1603	
chr2	22868462	22869018	-	64.57	0.71	41.0	556	
chr2	22885280	22886676	-	74.21	0.8	153.0	1396	
chr2	22891835	22893339	-	69.88	0.66	120.0	1504	
chr2	22899131	22900259	-	70.92	0.63	89.0	1128	
chr2	22915303	22916549	-	68.78	0.77	113.0	1246	
chr2	22945585	22947366	-	68.11	0.86	163.0	1781	
chr2	22975444	22976472	-	67.7	0.63	73.0	1028	
chr2	23001709	23002278	-	62.74	0.6	32.0	569	
chr2	23002460	23003005	-	64.77	0.68	39.0	545	
chr2	23021448	23021978	-	73.96	0.7	51.0	530	
chr2	23025043	23026413	-	66.28	0.63	91.0	1370	
chr2	23039133	23039936	-	65.01	0.75	64.0	803	
chr2	23054625	23055597	-	67.39	0.65	71.0	972	
chr2	23079968	23081894	-	65.99	0.66	139.0	1926	
chr2	23088597	23089535	-	63.65	0.6	57.0	938	
chr2	23090522	23091831	-	57.45	0.6	65.0	1309	
chr2	23104160	23105658	-	63.89	0.8	122.0	1498	
chr2	23114965	23116383	-	66.36	0.69	108.0	1418	
chr2	23127156	23128481	-	62.42	0.78	99.0	1325	
chr2	23133646	23134199	-	52.62	0.63	24.0	553	
chr2	23155537	23157036	-	62.98	0.75	111.0	1499	
chr2	23157241	23158545	-	67.25	0.76	112.0	1304	
chr2	23173629	23174909	-	62.5	0.73	91.0	1280	
chr2	23232541	23233046	-	50.89	0.69	22.0	505	
chr2	23273244	23275765	-	70.84	0.71	224.0	2521	
chr2	23276034	23277374	-	65.75	0.64	92.0	1340	
chr2	23292905	23293429	-	51.53	0.83	29.0	524	
chr2	23319474	23320096	-	51.93	0.65	27.0	622	
chr2	23331218	23333556	-	67.66	0.7	188.0	2338	
chr2	23340339	23341692	-	68.37	0.81	128.0	1353	
chr2	23348614	23349760	-	67.71	0.69	87.0	1146	
chr2	23349871	23350550	-	66.86	0.7	53.0	679	
chr2	23351346	23353858	-	63.5	0.69	171.0	2512	
chr2	23354033	23354758	-	61.79	0.61	38.0	725	
chr2	23371169	23371827	-	61.55	0.71	44.0	658	
chr2	23373413	23375516	-	69.81	0.78	200.0	2103	
chr2	23425100	23426151	-	58.52	0.76	68.0	1051	
chr2	23441219	23442139	-	68.37	0.76	81.0	920	
chr2	23450271	23451233	-	72.45	0.73	91.0	962	
chr2	23453497	23454503	-	71.97	0.63	81.0	1006	
chr2	23460586	23461518	-	67.38	0.9	92.0	932	
chr2	23462589	23463574	-	68.02	0.7	78.0	985	
chr2	23474239	23476047	-	67.64	0.76	153.0	1808	
chr2	23487472	23488695	-	69.26	0.61	89.0	1223	
chr2	23552141	23553165	-	62.6	0.84	84.0	1024	
chr2	23623237	23624172	-	66.42	0.82	84.0	935	
chr2	23662142	23662987	-	61.54	0.61	49.0	845	
chr2	23674519	23675941	-	60.97	0.63	83.0	1422	
chr2	23765280	23765830	-	64.0	0.96	54.0	550	
chr2	23765935	23766796	-	62.83	0.84	71.0	861	
chr2	23854257	23854768	-	54.4	0.64	24.0	511	
chr2	23933516	23937247	-	67.17	0.7	296.0	3731	
chr2	23945741	23946953	-	59.32	0.65	69.0	1212	
chr2	23960934	23961510	-	55.03	0.62	27.0	576	
chr2	23965503	23966354	-	57.34	0.72	50.0	851	
chr2	23966482	23967292	-	66.3	0.76	68.0	810	
chr2	24010765	24011808	-	69.42	0.69	84.0	1043	
chr2	24012429	24013002	-	55.5	0.67	29.0	573	
chr2	24041966	24042672	-	71.53	0.69	62.0	706	
chr2	24063981	24064792	-	64.86	0.79	67.0	811	
chr2	24117077	24117838	-	68.59	0.9	80.0	761	
chr2	24323642	24325288	-	66.04	0.6	107.0	1646	
chr2	25184474	25184993	-	57.42	0.82	35.0	519	
chr2	25639796	25640595	-	65.71	0.74	63.0	799	
chr2	25641598	25642606	-	56.65	0.66	53.0	1008	
chr2	25651405	25651946	-	53.42	0.65	25.0	541	
chr2	25695305	25695960	-	53.59	0.62	29.0	655	
chr2	25700208	25701956	-	66.25	0.83	155.0	1748	
chr2	25835282	25836208	-	56.37	0.75	55.0	926	
chr2	25921725	25922433	-	62.29	0.76	51.0	708	
chr2	25962243	25963349	-	68.35	0.78	101.0	1106	
chr2	26225036	26225612	-	59.2	1.1	54.0	576	
chr2	26252640	26253174	-	68.91	0.75	46.0	534	
chr2	26320861	26321625	-	66.62	0.85	72.0	764	
chr2	26897429	26899245	-	58.59	0.66	103.0	1816	
chr2	27022242	27022908	-	71.77	0.76	65.0	666	
chr2	27025031	27025595	-	57.27	0.66	30.0	564	
chr2	27037455	27038072	-	53.0	0.89	38.0	617	
chr2	27113894	27114470	-	54.51	0.7	30.0	576	
chr2	27524227	27525794	-	63.62	0.9	142.0	1567	
chr2	28529717	28530246	-	52.55	0.72	26.0	529	
chr2	28591451	28592077	-	55.75	0.77	37.0	626	
chr2	29049923	29050519	-	65.27	0.88	54.0	596	
